,address,comment,id_res,id_user,latitude,longitude,name_res,rating,username,label
3071,"931 Cách Mạng Tháng 8, P. Chánh Nghĩa,Thị xã Thủ Dầu Một, Bình Dương","Quán nằm ở hướng Bạch Đằng chạy về CMT8, quán nằm ở tay trái. Do quán nhỏ nên hơi khuất, mấy bạn chạy để ý là thấy nha.
Không gian quán tí xíu nhưng được cái máy lạnh kkk
Phá lấu ngon, chủ quán vui tính, giá cả hợp lí lắm nha. Ai mà ghiền phá lấu thì nên ghé quán này ăn thử đi nè 😝😝😝",894440,trinhlun710,10.968648,106.662939,Nguyễn Hiếu - Phá Lấu Bò,10.0,Trinh Trinh,1
3129,"167 Đường 30 Tháng 4, P. Phú Thọ,Thị xã Thủ Dầu Một, Bình Dương","Nước lẩu ngon, đậm đà. Đồ ăn đa dạng, trang trí đẹp mắt. Nhân viên chu đáo. Luôn có mặt khi mình cần. Không gian sang trọng. Mình rất thích.",872281,nguynmy8698,10.971613,106.671096,Manwah Taiwanese Hotpot - Bình Dương,10.0,Nguyễn My,1
3130,"167 Đường 30 Tháng 4, P. Phú Thọ,Thị xã Thủ Dầu Một, Bình Dương","Thức ăn ngon , đa dạng . Có rất nhiều sự lựa chọn . Nhân viên phục vụ tận tình . Đặc biệt còn có chương trình check in tặng voucher 100k nữa . Ăn ngon còn được quà nữa , nói chung là mình rất thích . Điểm 10 tuyệt đối",872281,Yen_ni,10.971613,106.671096,Manwah Taiwanese Hotpot - Bình Dương,10.0,Yen_ni,1
3132,"167 Đường 30 Tháng 4, P. Phú Thọ,Thị xã Thủ Dầu Một, Bình Dương","🍲 Lẩu TAIWANESE nên phong cách đến không gian chuẩn phim bộ TVB 😎 Nhạc phim TVB không hà :))) nghe mà kí ức ào ạt ùa về luôn á. Có dịp xuống BD sẵn vào ghé thử luôn ai ngờ ghiền à. Với con ghiền há cảo như mình là thôi rồi :))) bá cháy luôn 🥺🥺 há cảo sml ))))) thịt bò đỏ tươi , ngon ơi là ngon. Có cả thịt cừu nữa 😎 Đi buổi trưa còn giá 269k/1ng nè. Tha hồ gọi đồ ăn vì đây là buffet nè. 
🍲 Có cả 1 quầy tráng miệng và nước uống và cả đồ chấm. Có bảng hướng dẫn pha đồ chấm kiểu TVB ))))))) rất là lạ nhưng mà công nhận thật sự rất là ngon luôn, hợp khẩu vị ngay. Ăn thấy khác những brand khác liền 😱😱 Quay lại tráng miệng thì chu choa mạ ơi . Có phần kem nha, ngon ơi là ngon, có topping tha hồ chọn 🥺 Rồi trái cây , bánh ngọt nữa nè , đã quá đã luôn. Mặc sức ngồi ăn quài hổng dề :)))) 
Nước fill khi nào no thì thôi :)))) fill quài fill mãi :)))) 
🌟 : 10/10",872281,callmeaneating_,10.971613,106.671096,Manwah Taiwanese Hotpot - Bình Dương,10.0,Thuý  An ,1
3133,"167 Đường 30 Tháng 4, P. Phú Thọ,Thị xã Thủ Dầu Một, Bình Dương","Đa dạng về lẩu .Lẩu thanh Đạm bổ dưỡng có lẩu Nấm và Collagen ) .Lẩu cay thì có lẩu Thái, lẩu Mala Đài Loan .Các loại thịt bò ,heo, cừu, hải sản đủ loại Nước uống thảo mộc thanh nhiệt ,kem các loại, trái cây, sữa chua, bánh gato, bánh su kem. Nhân Viên nhiệt tình ,không gian đẹp, ấm cúng, rộng rãi giá cả phù hợp, địa chỉ dễ tìm.",872281,vulinh21041996,10.971613,106.671096,Manwah Taiwanese Hotpot - Bình Dương,10.0,Gia Nguyễn Vũ Lưu,1
3149,"444/13 Cách Mạng Tháng 8, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Quán làm đồ ăn ngon, món đa dạng, chủ quán nhiệt tình,  tiếp viên dể thương, phong cảnh thoảng mát, ăn no bể bụng",936953,foodee_a56fp5bm,10.9827889,106.6526895,Quán Nướng Gần Nhà,10.0,Quốc Khánh,1
3172,"Mỹ Phước - Tân Vạn,Thị xã Thủ Dầu Một, Bình Dương",Nay mình ghé quán buổi trưa. Ăn ngon lắm. Mẹt heo từ 300-800k. 2 vk ck ăn 300k nhỏ nhất mak ăn quài k hết. Lúc chụp món heo quay đang quay làm nóng đem ra chưa chụp dc. Chứ heo quay giả cầy ăn ngon tuyệt đỉnh lun á chớ,661628,foodee_5d90ruqy,11.0338326888448,106.6523015499115,Heo Mẹt Hùng Vương,10.0,Thảo Thu,1
3231,"52 Ngô Quyền, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Rau câu ngon lắm ạ, vị ngọt rất vừa phải, màu sắc cũng bắt mắt lại sạch sẽ. Lần sau nhất định e sẽ đặt nữa👍",1015538,foodee_oqkrkxup,10.9812409,106.6506952,Tiệm Bánh Xuân Ngọc,10.0,Vy Thảo,1
3232,"52 Ngô Quyền, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Bánh ngon, đảm bảo vệ sinh, chất lượng, hương vị đặc biệt hẳn so với những xe bán dạo đã từng ăn. Vote 5 sao 🤩",1015538,nhungocnnn,10.9812409,106.6506952,Tiệm Bánh Xuân Ngọc,10.0,Như Ngọc Ngô,1
3233,"52 Ngô Quyền, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương",Good,1015538,foodee_pnugn9ci,10.9812409,106.6506952,Tiệm Bánh Xuân Ngọc,10.0,Đinh Quang Vũ,1
3237,"138 Nguyễn Văn Tiết, P. Lái Thiêu,Thuận An, Bình Dương","Đã tới và rất mê. Thức uống ngon, thái độ phục vụ ok, không gian đẹp thoáng mát sống ảo bao choảnh",647687,trang1158,10.9124782,106.70496609999991,Paisean - Bingsu & Coffee,10.0,trang cún,1
3300,"1/2 Thích Quảng Đức, P. Phú Hoà,Thị xã Thủ Dầu Một, Bình Dương","Quán sạch sẽ, thoáng mát,chất lượng và giá thì rất bình dân. Phù hợp với mọi lứa tuổi. Và đặt biệt có giao hàng tận nơi trong TX.TDM(trên 5 hộp). Rất mong các bạn ủng hộ",112576,trannguyen123123,10.981198,106.671462,Bánh Huế Phước Thành,10.0,Tracy Nguyen,1
3304,"260 Thích Quảng Đức, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Ăn ngon, không gian cũng thoáng mát, bữa trưa đi ăn mà đông kinh khủng luôn, giá cả hợp lý. Ăn xong còn cho khách kẹo nữa.👍🏻👍🏻👍🏻👍🏻. Trong hình là phần bún đậu thường",790781,taylorswift1989,10.9785146894686,106.66057549417009,Bún Đậu Chí Phèo 2,10.0,Duyên,1
3311,"176 Thích Quảng Đức, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Món này là đặc sản của Bình Dương từ rất lâu rồi. Còn nhớ lúc nhỏ 5 tuổi đã đi ăn, 10 mấy năm quay lại hương vị vẫn như xưa. Bây giờ ngon hơn nhiều
Bánh bèo bì dĩa to bự, nước mắm chua ngọt vừa vị.bánh bèo ở đây có đậu xanh, mỡ hành, tóp mỡ cùng với bì là nạc heo xe nhỏ và bì da heo. Ngoài bánh bèo bì thì ở quán còn có chả giò chiên và bì cuốn cũng khá ngon. Tất cả đều ăn chung 1 loại nước mắm của quán
Không gian quán rộng rãi và thoáng mát, có chỗ đậu xe hơi. Điều đặc biệt mà mình biết về quán là hầu hết khăn ướt ở đây đều được quán giặt sạch sẽ, tẩy rửa và cho đóng gói tái sử dụng rất tốt. Chất lượng khăn cũng tuyệt
Sẽ ghé lại nếu có dịp đi Bình Dương",218180,hoanguyen9960,10.978312,106.658214,Bánh Bèo Bì Mỹ Liên - Thích Quảng Đức,10.0,Hoa Nguyễn,1
3345,"40 Đường 30 Tháng 4, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Quán đẹp, rộng, sạch sẽ, thoải mái lại có máy lạnh nên rất là ưng ý😍. Mì ngon nhất BD nên khỏi phải bàn, thích nhất là nhà xe ngay trước, phi thẳng vô để xe luôn là vào quán, k bị nắng lại k đi bộ xa khi để xe. Giá cả phải chăng, phục vụ nhiệt tình, đồ ăn ở đây chất lượng lắm, tất cả mọi thứ đều tươi ngon, sẽ ủng hộ quán",656740,foodee_6b7skiws,10.9768834,106.6720464,Mì Cay Seoul,10.0,foodee_6b7skiws,1
3352,"17 An Bình, P. An Bình,Dĩ An, Bình Dương",Trà sữa ngon nhất trong chỗ đường An Bình,982332,rivon,10.8749412,106.7530686999999,Food Tea - Trà Sữa & Ăn Vặt,10.0,rivon,1
3375,"Hoàng Văn Thụ, P. Chánh Nghĩa,Thị xã Thủ Dầu Một, Bình Dương",Miễn Bàn Khỏi Phải Chê Lun,52347,daigianho1996,10.970168,106.667472,Tư Nhớ 2 - Hải Sản Tươi Sống,10.0,Khanh Nguyễn,1
3381,"39 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương","Quán lịch sự, nhẹ nhàng 
Đồ ăn ngon 
STEAK BBQ có vẻ ngon hơn Nai ❤️❤️",680723,callmeaneating_,10.9749372437713,106.6573793068528,Beefsteak TiTi - Lý Thường Kiệt,10.0,Thuý  An ,1
3389,"313 Cách Mạng Tháng 8, P. Hiệp Thành,Thị xã Thủ Dầu Một, Bình Dương","Không biết sao thấy quán ngon, giá hợp lí, ăn rất là ok,  
đã ăn rất là nhiều lần rồi.",684226,ap4082309,10.986915542547901,106.6526063159108,KungFu Tomyum - Bún Thái & Bún Cari Gà,10.0,thanh  phan,1
3398,"313 Cách Mạng Tháng 8, P. Hiệp Thành,Thị xã Thủ Dầu Một, Bình Dương","Quán mới mở mà cũng có khách ok
Quán ngon, sạch sẽ, đồ ăn hợp túi tiền, nhân viên dễ thương vãi... Bún cà ri hấp dẫn, bún thái chua cay ăn lạ miệng, ăn kèm với rau và xíu tắc thì hấp dẫn",684226,anamanh,10.986915542547901,106.6526063159108,KungFu Tomyum - Bún Thái & Bún Cari Gà,10.0,Phan An,1
3428,"114B/2 Nguyễn Văn Trỗi, KP. 1B, P. An Phú,Thuận An, Bình Dương","Chủ quán dễ thương, nhân viên nhiệt tình, trà sữa thì ngon khỏi bàn",927661,foodee_bj1e297i,10.957554,106.737061,Miutea - Nguyễn Văn Trỗi,10.0,Hảo Minh,1
3429,"114B/2 Nguyễn Văn Trỗi, KP. 1B, P. An Phú,Thuận An, Bình Dương","Thức uống ngon, đa dạng, sạch sẽ. Phục vụ chuyên nghiệp. Không gian quán rộng rãi, thoáng mát.",927661,foodee_8iahkk7z,10.957554,106.737061,Miutea - Nguyễn Văn Trỗi,10.0,Thy Minh,1
3430,"114B/2 Nguyễn Văn Trỗi, KP. 1B, P. An Phú,Thuận An, Bình Dương","Trà sữa ngon, sạch sẽ, chuyên nghiệp. Quán thuộc hệ thống nên liên tục cập nhật món mớii theo xu hướng.
Quán mở cửa cả tuần, ngày lễ vẫn bán binh thường.
Có dịch vụ ship, có đặt chỗ đặt hẹn trước.",927661,yansurikim,10.957554,106.737061,Miutea - Nguyễn Văn Trỗi,10.0,Lạc San Phan,1
3431,"114B/2 Nguyễn Văn Trỗi, KP. 1B, P. An Phú,Thuận An, Bình Dương","Trà sữa Đài Loan mà giá lại cực rẻ !! Hơn hết là trà sữa siêu ngon, phục vụ nhiệt tình. Yêu quá Miutea !!!",927661,nghiaphan2729,10.957554,106.737061,Miutea - Nguyễn Văn Trỗi,10.0,nghiaphan2729,1
3439,"9 Nguyễn Văn Lên, P. Phú Lợi,Thị xã Thủ Dầu Một, Bình Dương","Không thể tìm ra loại nước nào vừa bổ dưỡng, có lợi cho sức khoẻ mà còn rẻ như nước mát của shop này! Làm lần 2-3 chai còn thèm, giá rẻ hơn nước ngọt mà nghe mùi vị đúng kiểu “nhà nấu”! Quá tuyệt vời!!",894385,tri.dered,10.987655,106.66982,Nước Mát Bình Dương - Shop Online,10.0,De Red,1
3445,"23B Lý Thường Kiệt,Dĩ An, Bình Dương",Ở đây có nhiều bánh ngon - đồ uống thì rất là xuất sắc . Mn ghé uống thử nha sẽ bị nghiện đấy 😋😋😋,1037620,foodee_92ivd2zm,10.908032,106.756481,KingBee - Tea & Cake's,10.0,Hoàng Khánh Ngân,1
3446,"23B Lý Thường Kiệt,Dĩ An, Bình Dương",Đồ uống cực ngon - đặc biệt là trà trái cây -Mn ghé quán uống thử 1 lần sẽ k bao giờ thất vọng đâu ạ 😋😋😋,1037620,foodee_05nd5ura,10.908032,106.756481,KingBee - Tea & Cake's,10.0,Tố Loan,1
3449,"23B Lý Thường Kiệt,Dĩ An, Bình Dương",View đẹp lắm nè các bạn,1037620,foodee_weup4otw,10.908032,106.756481,KingBee - Tea & Cake's,10.0,Trường Dương Mạnh,1
3455,"492 Đường D1, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương",Quán này làm ăn rất ngon mùi vị người hoa tui ở Q6 ăn nhiều chổ mùi vị giống v rất ngon anh đầu bếp vui tính nữa 🥰,985486,foodee_t2ebov6p,10.973699,106.681219,Quán Ăn Minh Ký - Ẩm Thực Việt Hoa,10.0,Gia Hào,1
3474,"3 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương","Với một đứa nghiện trà sữa như mình thì hầu như có bất kì một thương hiệu nào mới ra mắt mình đều nếm thử. Ngày xưa các thương hiệu trà sữa rất ít và hầu như chỉ tập trung ở các vị trí trung tâm ở Sài Gòn Và thương hiệu trà sữa lớn đầu tiên mà mình đặt chân đến nếm thử vị và trải nghiệm phong cách phục vụ đó chính là Gong ChaHồ Tùng Mậu ở quận nhất. Điều gì khiến cho một đứa dù đã nếm thử rất nhiều vị trà sữa khác nhưng cuối cùng vẫn quay về với Gong Cha thì không thể không nhắc đến vị kem sữa thần thánh ở đây mà mình tin không có một thương hiệu nào có thể làm nhái được. Tiếp đến là thái độ phục vụ của tất cả các cửa hàng Gong Cha đều rất tốt. Bởi lẽ, trà sữa cho dù có ngon đến đâu mà phong cách phục vụ tệ thì cũng chẳng ai muốn quay lại.
Sau này, khi mình về Bình Dương công tác, mỗi lần thèm Gong Chathì mình vẫn bỏ thời gian phi xe mấy chục cây số lên Sài Gòn để thưởng thức. Nhưng mà tầm 1,2 năm trở lại đây thì mình không phải đi xa nữa vì hiện tại Gong Cha đã có ba cửa hàng ở Bình Dương và được đặt ở những vị trí đắc địa khác nhau. Và cửa hàng GC mới nhất tại BD đó chính là GC Lý Thường Kiệt - gần nhà sách Bình Minh. Phong cách trang trí ở đây rất khác so với các cửa hàng Gong Cha ở BD và Sài Gòn. Vì không gian ở đây là không gian mở, rộng rãi và mang đến cảm giác tươi mát khi được trang trí rất nhiều cây xanh. 
Trăm nghe không bằng tự mình trải nghiệm nên các bạn nhanh chân đến Gong Cha Lý Thường Kiệt check in đi. Mình đảm bảo các bạn sẽ không phải thất vọng đâu. Mỗi ngóc ngách ở đây lên hình bao lung linh!!!",782604,th_truccute_030393,10.9750017619684,106.65813223527608,Trà Sữa Gong Cha - 貢茶 - Lý Thường Kiệt,10.0,Nguyễn Thanh Trúc,1
3478,"3 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương",Thật sự thích món này vô cùng  🌽🌽🌽,782604,huuphucthd,10.9750017619684,106.65813223527608,Trà Sữa Gong Cha - 貢茶 - Lý Thường Kiệt,10.0,Nguyễn Hữu Phúc,1
3481,"3 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương","Ghé chi nhánh GC mới mà làm tim em mê mệt luôn ❤. Phải nói là tuyệt vời.
Đã vậy còn được hưởng thức món mới ngon tuyệt vời popcorn tea latte. Nên dùng thử nhé mọi người ơi.",782604,maintx252,10.9750017619684,106.65813223527608,Trà Sữa Gong Cha - 貢茶 - Lý Thường Kiệt,10.0,maixuan,1
3482,"3 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương",Giảm cân cùng Gong Cha nàoooo 😍😍😍,782604,foodee_fvnt1420,10.9750017619684,106.65813223527608,Trà Sữa Gong Cha - 貢茶 - Lý Thường Kiệt,10.0,Lê Ngọc Duy,1
3484,"3 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương",Tuyệt vời ông Mặt Trời !!!!!!,782604,Chanhtin19,10.9750017619684,106.65813223527608,Trà Sữa Gong Cha - 貢茶 - Lý Thường Kiệt,10.0,Tin,1
3486,"3 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương",Tuyệt vời !,782604,01629740919,10.9750017619684,106.65813223527608,Trà Sữa Gong Cha - 貢茶 - Lý Thường Kiệt,10.0,Phúc,1
3503,"599 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Bánh mì chất lượng từ nguồn nguyên liệu đến hình thức. Ngoài ra còn có các món ăn vặt rất ngon.  Nhân viên phục vụ rất nhiệt tình, tiệm sạch sẽ và trang trí rất đẹp mắt",875828,phiyenphan,10.967392,106.683056,Nhi's Bread - Lê Hồng Phong,10.0,Phi Yến,1
3581,"25 Đường 30 Tháng 4, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Mừng khai trương : Từ Ngày 22-24/06 Mì Cay NAGAR triển khai trương trình khuyến mãi hấp dẫn . Khi thưởng thức 1 tô mì cay sẽ được tặng nước uống và khăn lạnh 
Quá đã : vừa thưởng thức sự nóng hổi và cay nồng của mì lại vừa được giải khát mùa hè hấp dân",248590,yenbp12345,10.980835,106.672154,Mì Cay Nagar,10.0,Nhi Mèo,1
3582,"430 Phạm Ngũ Lão, P. Hiệp Thành,Thị xã Thủ Dầu Một, Bình Dương",Quán ngon,733568,tandat7194,10.996492822667301,106.66154321575,Mon Mon- Lẩu & Nướng Tự Chọn Đồng Giá 5K,10.0,Nguyễn Tấn Đạt,1
3583,"430 Phạm Ngũ Lão, P. Hiệp Thành,Thị xã Thủ Dầu Một, Bình Dương","Mỗi người tầm 80k là no nên nha. Có đủ bò , hải sản,... nướng và lẩu.",733568,tandat7194,10.996492822667301,106.66154321575,Mon Mon- Lẩu & Nướng Tự Chọn Đồng Giá 5K,10.0,Nguyễn Tấn Đạt,1
3602,"430 Phạm Ngũ Lão, P. Hiệp Thành,Thị xã Thủ Dầu Một, Bình Dương","Quán mới khai trương hơn hai tuần mà khách lúc nào cũng đông. Đồ ăn ngon mà rẻ. Quán rộng rãi, trang trí cũng dễ thương.",733568,tandat7194,10.996492822667301,106.66154321575,Mon Mon- Lẩu & Nướng Tự Chọn Đồng Giá 5K,10.0,Nguyễn Tấn Đạt,1
3616,"Bến Chành, Đê Sông Sài Gòn, P. Tân An,Thị xã Thủ Dầu Một, Bình Dương",:),681446,pataka256,11.032569,106.599826,Bánh Bèo Chén Bến Chành,10.0,Khang le,1
3644,"82 Đường D6, P. An Phú,Thuận An, Bình Dương","Quán đẹp, ăn mỳ cay bên dưới xong lên lầu chụp hình sướng lắm.

Thích nhất món combo 03 mỳ cay thập cẩm và sữa tươi trân châu đường đen ở đây- 

Ở đây mỳ cay thiệt nha- cấp độ 2 là cay rồi đó!",1013005,foodee_4b1d5a8a,10.939695,106.729227,Lavita Cafe - Trà Sữa - Mỳ Cay,10.0,foodee_4b1d5a8a,1
3646,"423 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Bò né 3 ngon nổi tiếng lâu rồi. Nhất là trên thành phố. Lúc còn đi học hay ghé. 
Nay làm ở gần nhà. Trên đường đi làm về thấy quán sáng đèn. Biển vàng đặc trưng của 3 ngon ngay ở lòng Thủ Dầu Một là mình ghé liền ko cần suy nghĩ. 
Mình và bạn gái ăn 2 phần bít Tết. Thịt bò dai ngon. Trứng opla vàng ươm quyện với vị béo của pate. Có salad trộn dấm mình f gọi thêm phần nữa vì rau trộn quá ngon
Hỏi ra chủ quán mới biết cũng nhượng quyền nguyên liệu từ trên Sài Gòn về hết nên mình rất yên tâm về chất lượng.  Tương ớt, nước tương, rau, bò xúc xích đều ok hết. 
Không gian: Nằm gần ngã 3 khu dân cư Phú Hòa vs đường*** Dò gg map là dễ nhất.
Bàn ghế gỗ. Mặt bàn hay dính vụn bánh mì dù được nhân viên phục vụ lau dọn ngay khi khách rời khỏi.
Phần bao gồm salad bánh mì và nước ngọt nên tính ra cũng rẻ.
Vừa ăn. Ngon.",865767,talapro04,10.97425,106.68181,Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Lê Hồng Phong,10.0,Vũ Đức,1
3647,"423 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương",Hnay mới ghé quán. Thấy đông đông*** Mà món ăn công nhận ngon. Bò mềm ngon ngọt. Trứng vàng ươm. Nem chả xúc xích dai dai. Quá đã. Sẽ ủng hộ nhieu nhieu,865767,davyleva,10.97425,106.68181,Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Lê Hồng Phong,10.0,Davy Leva,1
3648,"423 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Hôm đó đang đi công chuyện thì gặp mưa lớn với cũng đang đói nên ghé quán này ăn thử do ngay chỗ mình làm gần khu chung cư phú hòa. Mình đi với cả thấy mọi người cũng review nhiều ấy ☺️☺️
Mình gọi phần bò bít tết, pate với trứng, ăn kèm bánh mì và rau ngâm chua! Mình k cần gọi thêm nước ngọt mà vẫn có để ăn no quá cho dễ tiêu 😂😂
Bạn mình nói bò ngon, ướt sẵn nên cũng thấm vị, bạn mình ăn các món khác cũng ok. Còn mình thì thấy đây là một trong những quán bò né ngon nhất mình từng được ăn. Free nước ngọt, xà lách và bánh mì. Pate ngon và bò siêu mềm, bánh thì nóng giòn. Còn bò nhiều quá trời nhiều nên là ăn khá no luôn 😆😆😆
Nhớ không lầm thì giá tầm 35k thì phải cho nguyên bửa ăn no căng bụng )))))
Nhân viên thì dễ thương, không gian cũng thoáng chứ không ngộp ngạt khó chịu ☺️
Có dịp mình sẽ ghé thử thêm nữa ❤️❤️",865767,trnngc2039,10.97425,106.68181,Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Lê Hồng Phong,10.0,Trân Ngọc,1
3649,"423 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Bít đặc biệt đầy đủ, rất ngon

Quán nằm ở khúc ngã 3 gần cổng khu dân cư Phú Hòa. Quán khá đông và bàn ghế được bày biện có khi ra vỉa hè luôn. kế bên có qán ốc vs hủ tiếu

Quán tuy đông nhưng nhân viên nhiệt tình, tận tình dắt xe luôn cho mình và chỉ chỗ nào còn trống. Vào bàn mình gọi ngay món Bò đặc biệt. Thịt bò ở đây được xào kỹ, không những v né bò ở đây còn có xúc xích, pate, chả, phô mai và đặc biệt là hai quả trứng to chình ình chiếm phân nửa dĩa né. Dùng dao cắt miếng thịt hãy còn nóng, thịt bò săn và ngọt, chấy cùng với pate và phô mai, sau đó ăn cùng với miếng trứng, phải nói đúng là một miếng ăn đầy calorie. Ăn cùng rau khiến bữa ăn càng thêm thi vị.

Tương ớt ở đây dùng của hãng trứ danh Cholimex, Coca thì miễn phí.

Với một phần ăn to chất lượng thế này mà giá chỉ có 46k là quá tuyệt vời.

Rất hài lòng vì quán ăn này, chắc chắn sẽ quay lại.",865767,foodee_hvjmxv55,10.97425,106.68181,Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Lê Hồng Phong,10.0,Lan Sunny,1
3651,"423 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Không gian thoáng mát, chị chủ quán dễ thương. Bò mềm, trứng lòng đào chín vừa phải, bánh mì nóng hổi, đặc ruộc. Mình không kêu nước nhưng vẫn có người mang coca ra, thì ra là quán miễn phí nước ngọt. Quán đông quá nên đôi lúc cũng chờ hơi lâu. Còn lại là oke",865767,foodee_acoowhsg,10.97425,106.68181,Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Lê Hồng Phong,10.0,Mộc Băng Mi,1
3652,"423 Lê Hồng Phong, P. Phú Hòa,Thị xã Thủ Dầu Một, Bình Dương","Hôm qua mình đi ăn với bạn ở chỗ này, tình cờ dạo dạo tạt vô ăn thử, kêu phần bò nướng lửa hồng, ăn ngon đậm đà lắm này, nhân viên nhiệt tình nữa, còn được free nước, đúng chuẩn. Thịt bò thơm, không dai vừa miệng, sẽ tiếp tục ủng hộ quán dài dài",865767,maiphuongbom,10.97425,106.68181,Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Lê Hồng Phong,10.0,Huyền Trang Nguyễn,1
3653,"Hẻm 100 Đường 30 Tháng 4,Thị xã Thủ Dầu Một, Bình Dương","Rẻ, ngon tuyệt vời ông mặt trời luôn.  Chị chủ dthuz hết sức.  Yêu yêu Lyn",756690,nati2262,10.978184,106.67208,Lyn - Trà Sữa Nhà Làm & Nước Mía Cốt Dừa,10.0,Na Ti,1
3658,"Hẻm 100 Đường 30 Tháng 4,Thị xã Thủ Dầu Một, Bình Dương","quán có nhiều món lạ, độc, nước mía cốt dừa lạ lạ, béo béo mà k mập, trà sữa thì nhà tự làm nên an tâm lắm, gần đây có món sữa tươi trân châu đường đen ngon xuất sắc lun, điểm 10 cho chất lượng ✌️",756690,siroal99,10.978184,106.67208,Lyn - Trà Sữa Nhà Làm & Nước Mía Cốt Dừa,10.0,fixbaby,1
3659,"Hẻm 100 Đường 30 Tháng 4,Thị xã Thủ Dầu Một, Bình Dương",Em uống ở đây không biết bao nhiêu ly rồi nữa. Uống mà bị nghiện. Rồi phải up size lên uống ly to cho sướng ))). Thật sự bao ngon. Sữa tươi béo. Trân châu ngon. Chị chủ hiền nữa.,756690,min_congchuamin,10.978184,106.67208,Lyn - Trà Sữa Nhà Làm & Nước Mía Cốt Dừa,10.0,Yến Nhii,1
3672,"44 Lý Thường Kiệt,Thị xã Thủ Dầu Một, Bình Dương","50 năm thương hiệu.
Uy tính và chất lượng
#bòviênĐạiThành",202691,luuvanhung,10.975787,106.654297,Bò Viên Đại Thành ,10.0,luuvanhung2211 Lưu,1
3786,"32 Nguyễn Trãi, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Từ hồi biết đến quán là bị ghiền luôn đó. Ngày nào cũng phải qua ăn 1 chén hoặc đặt shiper đem đến tận nhà. Kem Flan mập ú cùng trân châu quyện lại với nhau rất đậm đà, mà giá chỉ 15-25k hợp túi tiền với dân chạy xe Grab.",799168,tudaubac1980,10.978707,106.654733,Tàu Hũ Papa,10.0,Họ Võ Tên Vũ,1
3790,"32 Nguyễn Trãi, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Mặt bằng thoáng mát rất thoải mái! Đồ ăn rất ngon, mỗi lần ăn là phải gọi 2-3 phần mới đã! Chủ quán và nhân viên vô cùng thân thiện và nhiệt tình! Chắc chắn sẽ ủng hộ quán nhiều và sẽ giới thiệu cho bạn bè.",799168,foodee_acimtd5t,10.978707,106.654733,Tàu Hũ Papa,10.0,Phạm Quốc Côngg,1
3794,"32 Nguyễn Trãi, P. Phú Cường,Thị xã Thủ Dầu Một, Bình Dương","Quán nằm ngay trên mặt đường Nguyễn Trãi nên cũng khá dễ tìm.Tuy diện tích không quá lớn, nhưng quán vẫn thu hút được nhiều khách tới ăn, bởi chất lượng tàu hũ ở đây. Tàu hũ vô cùng ngọt mát, hòa quyện với vị béo của nước cốt dừa. Đặc biệt, mình rất ấn tượng với Flan ở đây, mềm mịn,ngậy ngậy, mà ăn không bị ngọt quá hay bị ngán. 
Về tầm chiều, quán rất đông khách, ngồi cả ra bên ngoài, phục vụ cũng khá nhanh nhẹn nên dù có đông khách cũng không phải đợi quá lâu.
Khách ruột của quán rồi, chắc chắn sẽ ghé lại.",799168,foodee_oyy2qjny,10.978707,106.654733,Tàu Hũ Papa,10.0,Phương Phương,1
